cc,desciel,dirvienc,dirvieng,dloc,ndia,prec,probprec,tmax,tmin,velvien,idmun,ides
86.62,Despejado    ,Noreste ,45,2024/11/27,Miercoles      ,0,0,22.8,5.3,3,115,15
94.34,Despejado    ,Noreste ,45,2024/11/28,Jueves         ,0,0,23.1,6.7,5.2,115,15
85.75,Despejado    ,Sur     ,180,2024/11/29,Viernes        ,0,0,22,6.4,3.5,115,15
73.93,Despejado    ,Noreste ,45,2024/11/26,Martes         ,0,0,26.5,11.4,8.9,116,15
88.59,Despejado    ,Noreste ,45,2024/11/27,Miercoles      ,0,0,25.7,12.3,8,116,15
94.62,Despejado    ,Noreste ,45,2024/11/28,Jueves         ,0,0,26.2,12.7,7.8,116,15
83.16,Despejado    ,Noreste ,45,2024/11/29,Viernes        ,0,0,26.7,13.6,8,116,15
73.36,Medio nublado,Suroeste,225,2024/11/26,Martes         ,0.2,0,29.8,17.2,3.8,8,6
90.41,Poco nuboso  ,Suroeste,225,2024/11/27,Miercoles      ,0.4,0,29,16.8,4.1,8,6
91.85,Poco nuboso  ,Sur     ,180,2024/11/28,Jueves         ,0.5,0,29.2,16.5,4.3,8,6
82.77,Poco nuboso  ,Sur     ,180,2024/11/29,Viernes        ,0.1,0,28.7,16.8,5.1,8,6
72.82,Despejado    ,Norte   ,0,2024/11/26,Martes         ,0,0,24.8,11.5,5.8,117,15
79.2,Despejado    ,Noroeste,315,2024/11/27,Miercoles      ,0,0,25.9,11.1,4.9,117,15
87.63,Despejado    ,Norte   ,0,2024/11/28,Jueves         ,0,0,26.7,11.9,4.7,117,15
75.74,Despejado    ,Norte   ,0,2024/11/29,Viernes        ,0,0,26,12.5,5.4,117,15
78.39,Despejado    ,Noreste ,45,2024/11/26,Martes         ,0,0,20.3,3.6,4.5,118,15
84.14,Despejado    ,Sur     ,180,2024/11/27,Miercoles      ,0,0,22.1,5.2,2.9,118,15
94.26,Despejado    ,Sureste ,135,2024/11/28,Jueves         ,0,0,22.8,6.6,4.2,118,15
89.23,Despejado    ,Sur     ,180,2024/11/29,Viernes        ,0,0,21.4,6.6,3.3,118,15
69.04,Despejado    ,Noroeste,315,2024/11/26,Martes         ,0,0,24.1,9.8,7.7,119,15
70,Despejado    ,Noroeste,315,2024/11/27,Miercoles      ,0,0,25,10,6.5,119,15
85.53,Despejado    ,Noroeste,315,2024/11/28,Jueves         ,0,0,25.8,11.2,6.5,119,15
72.2,Despejado    ,Noroeste,315,2024/11/29,Viernes        ,0,0,24.9,11.8,6.9,119,15
71.2,Despejado    ,Norte   ,0,2024/11/26,Martes         ,0,0,23.3,7.6,6.6,120,15
73.81,Despejado    ,Norte   ,0,2024/11/27,Miercoles      ,0,0,25.8,8.2,3.9,120,15
76.71,Poco nuboso  ,Norte   ,0,2024/11/28,Jueves         ,0,0,26.6,9.7,6.2,120,15
64.01,Despejado    ,Norte   ,0,2024/11/29,Viernes        ,0,0,23.9,8.7,4.3,120,15
75.95,Despejado    ,Norte   ,0,2024/11/26,Martes         ,0,0,23,9.3,6.5,121,15
79.51,Despejado    ,Suroeste,225,2024/11/27,Miercoles      ,0,0,25.1,10,4.6,121,15
85.93,Poco nuboso  ,Norte   ,0,2024/11/28,Jueves         ,0,0,26.2,11.4,5.9,121,15
72.72,Despejado    ,Noreste ,45,2024/11/29,Viernes        ,0,0,23.7,10.5,4.7,121,15
73.73,Despejado    ,Norte   ,0,2024/11/26,Martes         ,0,0,22.1,8.6,5.8,122,15
85.65,Despejado    ,Sur     ,180,2024/11/27,Miercoles      ,0,0,24.3,9.2,3.4,122,15
87.55,Despejado    ,Norte   ,0,2024/11/28,Jueves         ,0,0,25.3,11,3.2,122,15
70.03,Despejado    ,Sur     ,180,2024/11/29,Viernes        ,0,0,23.4,10.5,4.4,122,15
68.13,Despejado    ,Noreste ,45,2024/11/26,Martes         ,0,0,28.2,13.9,7.1,123,15
90.24,Despejado    ,Noreste ,45,2024/11/27,Miercoles      ,0,0,27.4,14.2,6.6,123,15
95.02,Despejado    ,Noreste ,45,2024/11/28,Jueves         ,0,0,27.8,14.2,6.3,123,15
82.68,Despejado    ,Noreste ,45,2024/11/29,Viernes        ,0,0,28.5,15.1,6.5,123,15
70.1,Despejado    ,Este    ,90,2024/11/26,Martes         ,0,0,22.4,4.3,7.1,124,15
80.96,Despejado    ,Este    ,90,2024/11/27,Miercoles      ,0,0,24,6.2,3.9,124,15
91.09,Poco nuboso  ,Este    ,90,2024/11/28,Jueves         ,0,0,24.5,7.7,4.7,124,15
89.42,Despejado    ,Este    ,90,2024/11/29,Viernes        ,0,0,22.9,7.2,5.4,124,15
68.76,Despejado    ,Oeste   ,270,2024/11/26,Martes         ,0,0,24.1,7.5,5.2,1,16
85.23,Despejado    ,Oeste   ,270,2024/11/27,Miercoles      ,0,0,25,8.3,5.2,1,16
93.74,Poco nuboso  ,Oeste   ,270,2024/11/28,Jueves         ,0,0,25.9,9.7,4.8,1,16
90.34,Despejado    ,Suroeste,225,2024/11/29,Viernes        ,0,0,24.7,10,5.9,1,16
64.81,Despejado    ,Suroeste,225,2024/11/26,Martes         ,0,0,28.6,15.6,5,2,16
84.9,Despejado    ,Suroeste,225,2024/11/27,Miercoles      ,0,0,28.3,15.1,4.1,2,16
85.07,Despejado    ,Suroeste,225,2024/11/28,Jueves         ,0,0,28.8,15.3,3.9,2,16
82.51,Despejado    ,Suroeste,225,2024/11/29,Viernes        ,0,0,29.3,15.5,3.7,2,16
64.52,Despejado    ,Suroeste,225,2024/11/26,Martes         ,0,0,31.4,22,5.1,9,6
80.4,Poco nuboso  ,Suroeste,225,2024/11/27,Miercoles      ,0.3,0,30.8,21.8,5.3,9,6
78.71,Poco nuboso  ,Norte   ,0,2024/11/28,Jueves         ,0.3,0,30.1,21.5,5,9,6
60.1,Despejado    ,Noreste ,45,2024/11/29,Viernes        ,0,0,30.6,21,5.5,9,6
43.54,Poco nuboso  ,Norte   ,0,2024/11/26,Martes         ,0,0,27.6,6.5,3.4,3,16
88,Despejado    ,Sur     ,180,2024/11/27,Miercoles      ,0,0,27.6,6.5,3.1,3,16
93.91,Poco nuboso  ,Sur     ,180,2024/11/28,Jueves         ,0,0,28.5,8.2,2.9,3,16
88.54,Despejado    ,Sur     ,180,2024/11/29,Viernes        ,0,0,27,8.5,5.2,3,16
60.79,Poco nuboso  ,Sureste ,135,2024/11/26,Martes         ,0,0,28.8,8,5.5,4,16
86.16,Despejado    ,Sur     ,180,2024/11/27,Miercoles      ,0,0,29.6,7.6,3.9,4,16
95.75,Medio nublado,Sur     ,180,2024/11/28,Jueves         ,0,0,30.3,9.1,3.3,4,16
89.74,Despejado    ,Sur     ,180,2024/11/29,Viernes        ,0,0,30.3,9.7,4.5,4,16
70.65,Despejado    ,Noreste ,45,2024/11/26,Martes         ,0,0,23.3,5.8,7.1,5,16
82.14,Despejado    ,Este    ,90,2024/11/27,Miercoles      ,0,0,24,7.7,5.1,5,16
92.54,Poco nuboso  ,Este    ,90,2024/11/28,Jueves         ,0,0,24.6,9,5.6,5,16
91.51,Despejado    ,Este    ,90,2024/11/29,Viernes        ,0,0,22.9,8.7,6.5,5,16
67.74,Despejado    ,Norte   ,0,2024/11/26,Martes         ,0,0,32.3,19.1,3.1,6,16
86.91,Despejado    ,Noreste ,45,2024/11/27,Miercoles      ,0,0,32,18.6,3.5,6,16
81.23,Despejado    ,Noreste ,45,2024/11/28,Jueves         ,0,0,31.9,18.8,3.3,6,16
83.83,Despejado    ,Noreste ,45,2024/11/29,Viernes        ,0,0,32.2,19.1,3.5,6,16
69.79,Despejado    ,Noreste ,45,2024/11/26,Martes         ,0,0,24.5,6.2,5.3,7,16
82.12,Despejado    ,Noreste ,45,2024/11/27,Miercoles      ,0,0,24.8,7.6,3.2,7,16
90.5,Poco nuboso  ,Noreste ,45,2024/11/28,Jueves         ,0,0,25.5,9.1,3.7,7,16
91.38,Despejado    ,Noreste ,45,2024/11/29,Viernes        ,0,0,24.3,8.8,4.8,7,16
63.87,Poco nuboso  ,Suroeste,225,2024/11/26,Martes         ,0.4,0,29,20.5,4.8,8,16
90.42,Poco nuboso  ,Oeste   ,270,2024/11/27,Miercoles      ,0.8,0,29.2,20,6.3,8,16
87.33,Poco nuboso  ,Noreste ,45,2024/11/28,Jueves         ,0.2,0,28.8,19.8,5.6,8,16
67.53,Poco nuboso  ,Suroeste,225,2024/11/29,Viernes        ,0.6,0,29,19.8,5.2,8,16
68.67,Despejado    ,Noreste ,45,2024/11/26,Martes         ,0,0,25.8,13.4,7.4,9,16
93.46,Despejado    ,Noreste ,45,2024/11/27,Miercoles      ,0,0,25.2,13.6,6.9,9,16
90.11,Despejado    ,Noreste ,45,2024/11/28,Jueves         ,0,0,25.7,13.6,6.7,9,16
85.5,Despejado    ,Noreste ,45,2024/11/29,Viernes        ,0,0,26,14.5,6.9,9,16
58.9,Despejado    ,Noroeste,315,2024/11/26,Martes         ,0,0,31,17.9,4.1,10,16
95.17,Poco nuboso  ,Sur     ,180,2024/11/27,Miercoles      ,0.2,0,30.1,17.6,4.4,10,16
81.54,Despejado    ,Sur     ,180,2024/11/28,Jueves         ,0.1,0,30.1,18.1,4.2,10,16
62,Despejado    ,Sur     ,180,2024/11/29,Viernes        ,0.2,0,30.2,17.7,4.6,10,16
66.95,Poco nuboso  ,Este    ,90,2024/11/26,Martes         ,0,0,30,10.1,4.2,11,16
87.12,Despejado    ,Este    ,90,2024/11/27,Miercoles      ,0,0,28.3,9.3,4.4,11,16
94.85,Poco nuboso  ,Este    ,90,2024/11/28,Jueves         ,0,0,28.8,10.7,4.2,11,16
86.17,Despejado    ,Este    ,90,2024/11/29,Viernes        ,0,0,30.4,11.7,5.1,11,16
71.12,Despejado    ,Noreste ,45,2024/11/26,Martes         ,0,0,31.8,18.8,4.4,12,16
78.6,Despejado    ,Noreste ,45,2024/11/27,Miercoles      ,0,0,31.8,18.2,4.5,12,16
87.84,Despejado    ,Noreste ,45,2024/11/28,Jueves         ,0,0,31.5,18.1,4.1,12,16
85.41,Despejado    ,Noreste ,45,2024/11/29,Viernes        ,0,0,31.8,18.6,4.4,12,16
24.95,Despejado    ,Este    ,90,2024/11/26,Martes         ,0,0,26.2,9.7,7.2,8,1
47.86,Despejado    ,Sur     ,180,2024/11/27,Miercoles      ,0,0,27.7,9.2,5.3,8,1
70.96,Poco nuboso  ,Suroeste,225,2024/11/28,Jueves         ,0,0,27,10.9,6.5,8,1
89.49,Poco nuboso  ,Oeste   ,270,2024/11/29,Viernes        ,0,0,26.8,9.7,9.2,8,1
67.85,Poco nuboso  ,Sur     ,180,2024/11/26,Martes         ,0.1,0,31.6,19.1,4.6,10,6
89.48,Poco nuboso  ,Sur     ,180,2024/11/27,Miercoles      ,0.4,0,30.9,18.8,5.1,10,6
89.66,Poco nuboso  ,Sur     ,180,2024/11/28,Jueves         ,0.4,0,30.7,18.2,4.9,10,6
84.64,Despejado    ,Norte   ,0,2024/11/29,Viernes        ,0,0,31,18.3,5.3,10,6
71.72,Despejado    ,Norte   ,0,2024/11/26,Martes         ,0,0,31.8,17,5.3,13,16
93.73,Despejado    ,Norte   ,0,2024/11/27,Miercoles      ,0,0,31,16.4,4.9,13,16
93.82,Despejado    ,Norte   ,0,2024/11/28,Jueves         ,0,0,31,16.7,4.8,13,16
82.57,Despejado    ,Norte   ,0,2024/11/29,Viernes        ,0,0,31.9,17.2,4.8,13,16
67.08,Despejado    ,Suroeste,225,2024/11/26,Martes         ,0,0,30.4,21.5,5.1,14,16
82.66,Poco nuboso  ,Oeste   ,270,2024/11/27,Miercoles      ,0.4,0,30.5,21.2,5.7,14,16
89.4,Poco nuboso  ,Suroeste,225,2024/11/28,Jueves         ,0.5,0,30,21.1,5.4,14,16
71.89,Poco nuboso  ,Suroeste,225,2024/11/29,Viernes        ,0,0,30.2,20.9,5,14,16
72.48,Despejado    ,Este    ,90,2024/11/26,Martes         ,0.3,0,27.6,14.4,2.7,15,16
90.37,Despejado    ,Oeste   ,270,2024/11/27,Miercoles      ,0.4,0,26.9,14.2,3.9,15,16
89.42,Despejado    ,Oeste   ,270,2024/11/28,Jueves         ,0.2,0,27.4,14.7,3.4,15,16
84.09,Despejado    ,Oeste   ,270,2024/11/29,Viernes        ,0.6,0,27.9,15.1,3.5,15,16
74.14,Poco nuboso  ,Sur     ,180,2024/11/26,Martes         ,0,0,24.9,7.4,4.2,16,16
83.6,Despejado    ,Sur     ,180,2024/11/27,Miercoles      ,0,0,26.8,7.4,4.4,16,16
95.63,Poco nuboso  ,Sur     ,180,2024/11/28,Jueves         ,0,0,27.5,8.8,3.5,16,16
90.53,Despejado    ,Sur     ,180,2024/11/29,Viernes        ,0,0,27.2,9.2,4.6,16,16
66.93,Despejado    ,Noreste ,45,2024/11/26,Martes         ,0,0,22.9,5.5,10.4,17,16
78.51,Despejado    ,Sureste ,135,2024/11/27,Miercoles      ,0,0,25.4,6.6,7.3,17,16
91.39,Poco nuboso  ,Este    ,90,2024/11/28,Jueves         ,0,0,25.5,8.1,8.3,17,16
89.61,Despejado    ,Sureste ,135,2024/11/29,Viernes        ,0,0,24,7.4,6.3,17,16
56.47,Poco nuboso  ,Noreste ,45,2024/11/26,Martes         ,0,0,27.1,7.3,3.6,18,16
88.29,Despejado    ,Suroeste,225,2024/11/27,Miercoles      ,0,0,27.5,7.2,4.7,18,16
95.01,Poco nuboso  ,Oeste   ,270,2024/11/28,Jueves         ,0,0,28.3,8.9,4.2,18,16
87.41,Despejado    ,Sur     ,180,2024/11/29,Viernes        ,0,0,27.3,8.8,6.1,18,16
65.92,Despejado    ,Norte   ,0,2024/11/26,Martes         ,0,0,27.7,11.5,4.5,19,16
84.66,Despejado    ,Norte   ,0,2024/11/27,Miercoles      ,0,0,27.5,11.3,3.7,19,16
95.02,Poco nuboso  ,Norte   ,0,2024/11/28,Jueves         ,0,0,27.6,11.9,3.7,19,16
83.26,Despejado    ,Sur     ,180,2024/11/29,Viernes        ,0,0,26.9,12.6,4.8,19,16
51.9,Poco nuboso  ,Noreste ,45,2024/11/26,Martes         ,0,0,28,7.2,3.5,20,16
88.79,Despejado    ,Sur     ,180,2024/11/27,Miercoles      ,0,0,28.4,6.9,3.8,20,16
94.18,Poco nuboso  ,Noreste ,45,2024/11/28,Jueves         ,0,0,29.2,8.5,3.2,20,16
87.9,Despejado    ,Sur     ,180,2024/11/29,Viernes        ,0,0,27.9,8.7,5.4,20,16
58.18,Despejado    ,Sureste ,135,2024/11/26,Martes         ,0,0,24.8,8.9,4.9,21,16
88.54,Despejado    ,Este    ,90,2024/11/27,Miercoles      ,0,0,24.6,9.2,4.6,21,16
95.34,Poco nuboso  ,Este    ,90,2024/11/28,Jueves         ,0,0,25.5,9.9,4.6,21,16
89.76,Despejado    ,Suroeste,225,2024/11/29,Viernes        ,0,0,25.1,10.2,5.2,21,16
52.03,Poco nuboso  ,Norte   ,0,2024/11/26,Martes         ,0,0,27,6.4,4,22,16
86.89,Despejado    ,Sur     ,180,2024/11/27,Miercoles      ,0,0,26.7,6.7,3.6,22,16
94.85,Poco nuboso  ,Norte   ,0,2024/11/28,Jueves         ,0,0,27.8,8.5,3.6,22,16
89.18,Despejado    ,Norte   ,0,2024/11/29,Viernes        ,0,0,26.4,8.6,5.5,22,16
75.34,Despejado    ,Noreste ,45,2024/11/26,Martes         ,0,0,29.8,18.4,6.1,1,7
70.28,Despejado    ,Noreste ,45,2024/11/27,Miercoles      ,0.3,0,29.4,19,5.1,1,7
86.17,Despejado    ,Norte   ,0,2024/11/28,Jueves         ,0.4,0,28.7,18.5,5.7,1,7
71.71,Despejado    ,Noreste ,45,2024/11/29,Viernes        ,0.1,0,29,18.4,6,1,7
65.83,Poco nuboso  ,Norte   ,0,2024/11/26,Martes         ,0,0,29.3,8.9,5.6,23,16
84.09,Despejado    ,Sur     ,180,2024/11/27,Miercoles      ,0,0,29,8.7,5.4,23,16
95.24,Poco nuboso  ,Sur     ,180,2024/11/28,Jueves         ,0,0,29.6,10.2,5.4,23,16
87.3,Despejado    ,Sur     ,180,2024/11/29,Viernes        ,0,0,30.1,11.1,6.4,23,16
57.04,Despejado    ,Noreste ,45,2024/11/26,Martes         ,0,0,24.6,8.2,3.2,24,16
87.89,Despejado    ,Norte   ,0,2024/11/27,Miercoles      ,0,0,24.8,8.7,2.3,24,16
95.59,Poco nuboso  ,Norte   ,0,2024/11/28,Jueves         ,0,0,25.6,9.7,2,24,16
91,Despejado    ,Sur     ,180,2024/11/29,Viernes        ,0,0,25.4,10.2,3.8,24,16
54.49,Poco nuboso  ,Sureste ,135,2024/11/26,Martes         ,0,0,26.2,8.6,6.1,25,16
87.24,Despejado    ,Sur     ,180,2024/11/27,Miercoles      ,0,0,26.3,8.9,5.8,25,16
95.58,Poco nuboso  ,Sureste ,135,2024/11/28,Jueves         ,0,0,27.2,9.8,5.2,25,16
90.49,Despejado    ,Sur     ,180,2024/11/29,Viernes        ,0,0,27.1,10.7,5.9,25,16
72.89,Poco nuboso  ,Oeste   ,270,2024/11/26,Martes         ,0.2,0,28.7,17,4.6,26,16
85.45,Poco nuboso  ,Oeste   ,270,2024/11/27,Miercoles      ,0.3,0,28.4,16.5,5.3,26,16
89.2,Poco nuboso  ,Oeste   ,270,2024/11/28,Jueves         ,0.3,0,28.4,16.8,5,26,16
81.79,Poco nuboso  ,Este    ,90,2024/11/29,Viernes        ,0.1,0,29,17,5.2,26,16
65.81,Poco nuboso  ,Noreste ,45,2024/11/26,Martes         ,0,0,26.3,7.6,3.6,27,16
87.13,Despejado    ,Sur     ,180,2024/11/27,Miercoles      ,0,0,27.4,7.5,4.4,27,16
95.53,Poco nuboso  ,Suroeste,225,2024/11/28,Jueves         ,0,0,28.2,9,3.7,27,16
88.29,Despejado    ,Sur     ,180,2024/11/29,Viernes        ,0,0,27.5,9.1,5.4,27,16
59.89,Poco nuboso  ,Sureste ,135,2024/11/26,Martes         ,0,0,29,8.9,6.3,28,16
85.41,Despejado    ,Sur     ,180,2024/11/27,Miercoles      ,0,0,29.3,8.4,4.4,28,16
95.68,Poco nuboso  ,Sureste ,135,2024/11/28,Jueves         ,0,0,30.1,9.8,4,28,16
89.45,Despejado    ,Este    ,90,2024/11/29,Viernes        ,0,0,30.2,10.7,5.6,28,16
61.66,Despejado    ,Sur     ,180,2024/11/26,Martes         ,0,0,33.9,19.1,1.9,29,16
94.06,Despejado    ,Suroeste,225,2024/11/27,Miercoles      ,0,0,32.5,18.8,3.1,29,16
79.52,Despejado    ,Suroeste,225,2024/11/28,Jueves         ,0,0,32.6,18.6,2.9,29,16
75.97,Despejado    ,Suroeste,225,2024/11/29,Viernes        ,0,0,33.4,18.9,3.4,29,16
61.22,Poco nuboso  ,Noreste ,45,2024/11/26,Martes         ,0,0,29.6,9.2,6,30,16
86.22,Despejado    ,Sur     ,180,2024/11/27,Miercoles      ,0,0,29.6,8.6,4.7,30,16
95.4,Poco nuboso  ,Noroeste,315,2024/11/28,Jueves         ,0,0,30.3,10,4.3,30,16
90.39,Despejado    ,Sur     ,180,2024/11/29,Viernes        ,0,0,30.5,11,5.5,30,16
55.12,Despejado    ,Este    ,90,2024/11/26,Martes         ,0,0,23.4,6.7,11.7,31,16
76.21,Despejado    ,Sureste ,135,2024/11/27,Miercoles      ,0,0,25.8,7.7,6.7,31,16
87.12,Poco nuboso  ,Este    ,90,2024/11/28,Jueves         ,0,0,25.9,8.6,8,31,16
86.82,Despejado    ,Sureste ,135,2024/11/29,Viernes        ,0,0,24.9,7.9,6.5,31,16
72.66,Despejado    ,Noreste ,45,2024/11/26,Martes         ,0,0,24.7,7.6,3.8,32,16
86.57,Despejado    ,Suroeste,225,2024/11/27,Miercoles      ,0,0,24.8,8.1,2.3,32,16
93.97,Poco nuboso  ,Norte   ,0,2024/11/28,Jueves         ,0,0,25.6,9.3,2.5,32,16
89.53,Despejado    ,Sur     ,180,2024/11/29,Viernes        ,0,0,24.6,9.7,4.2,32,16
65.02,Despejado    ,Norte   ,0,2024/11/26,Martes         ,0,0,26.9,14,4.5,2,7
85.28,Despejado    ,Noreste ,45,2024/11/27,Miercoles      ,0,0,27,14.4,3,2,7
82.69,Despejado    ,Noreste ,45,2024/11/28,Jueves         ,0,0,28.5,15.8,3.6,2,7
44.61,Despejado    ,Oeste   ,270,2024/11/29,Viernes        ,0,0,28.1,14.4,5.6,2,7
69.44,Despejado    ,Norte   ,0,2024/11/26,Martes         ,0,0,30.4,17.6,6,33,16
92.81,Despejado    ,Norte   ,0,2024/11/27,Miercoles      ,0,0,30,17.4,5.6,33,16
87.27,Despejado    ,Norte   ,0,2024/11/28,Jueves         ,0,0,30,17.3,5.5,33,16
84.26,Despejado    ,Norte   ,0,2024/11/29,Viernes        ,0,0,30.4,17.9,5.3,33,16
67.36,Despejado    ,Noreste ,45,2024/11/26,Martes         ,0,0,25.2,6.8,4.7,34,16
85.15,Despejado    ,Suroeste,225,2024/11/27,Miercoles      ,0,0,25.2,7.8,3.2,34,16
92.9,Poco nuboso  ,Noreste ,45,2024/11/28,Jueves         ,0,0,26,9.3,3.5,34,16
90.91,Despejado    ,Sur     ,180,2024/11/29,Viernes        ,0,0,25,9.2,4.7,34,16
69.5,Despejado    ,Noreste ,45,2024/11/26,Martes         ,0,0,31.6,18.2,5.3,35,16
93.29,Despejado    ,Noreste ,45,2024/11/27,Miercoles      ,0,0,30.4,17.8,4.7,35,16
78.66,Despejado    ,Noreste ,45,2024/11/28,Jueves         ,0,0,30.5,17.6,4.9,35,16
75.34,Despejado    ,Noreste ,45,2024/11/29,Viernes        ,0,0,31.2,18.1,4.9,35,16
62.39,Poco nuboso  ,Noreste ,45,2024/11/26,Martes         ,0,0,27.3,7.9,3.9,36,16
87.85,Despejado    ,Suroeste,225,2024/11/27,Miercoles      ,0,0,27.9,7.7,4.8,36,16
95.64,Poco nuboso  ,Noreste ,45,2024/11/28,Jueves         ,0,0,28.6,9.2,4.2,36,16
87.09,Despejado    ,Sur     ,180,2024/11/29,Viernes        ,0,0,27.9,9.2,6,36,16
73.09,Poco nuboso  ,Este    ,90,2024/11/26,Martes         ,0,0,25,7.8,4.8,37,16
85.62,Despejado    ,Sur     ,180,2024/11/27,Miercoles      ,0,0,27.3,7.6,4.6,37,16
95.66,Poco nuboso  ,Sur     ,180,2024/11/28,Jueves         ,0,0,28.2,8.8,3.7,37,16
89.7,Despejado    ,Sur     ,180,2024/11/29,Viernes        ,0,0,27.9,9.3,4.3,37,16
68.89,Despejado    ,Norte   ,0,2024/11/26,Martes         ,0,0,34,18.8,2.7,38,16
91.97,Despejado    ,Norte   ,0,2024/11/27,Miercoles      ,0,0,33.2,18.1,2.7,38,16
86.83,Despejado    ,Noreste ,45,2024/11/28,Jueves         ,0,0,33.3,18.2,2.6,38,16
77.81,Despejado    ,Sur     ,180,2024/11/29,Viernes        ,0,0,34,18.4,2.6,38,16
78.9,Despejado    ,Noreste ,45,2024/11/26,Martes         ,0,0,23.7,6.9,3.8,39,16
83.13,Despejado    ,Oeste   ,270,2024/11/27,Miercoles      ,0,0,25.2,7.5,3.7,39,16
93.7,Poco nuboso  ,Oeste   ,270,2024/11/28,Jueves         ,0,0,26,9,3.3,39,16
90.99,Despejado    ,Sur     ,180,2024/11/29,Viernes        ,0,0,25,9.3,4.9,39,16
46.98,Poco nuboso  ,Norte   ,0,2024/11/26,Martes         ,0,0,27.2,6.4,4.2,40,16
86.63,Despejado    ,Sureste ,135,2024/11/27,Miercoles      ,0,0,27,6.7,3.9,40,16
94.31,Poco nuboso  ,Noreste ,45,2024/11/28,Jueves         ,0,0,28,8.4,3.8,40,16
89.48,Despejado    ,Sur     ,180,2024/11/29,Viernes        ,0,0,26.5,8.6,5.6,40,16
70.42,Despejado    ,Noreste ,45,2024/11/26,Martes         ,0,0,25,6.2,4.8,41,16
81.13,Despejado    ,Norte   ,0,2024/11/27,Miercoles      ,0,0,25.3,7.4,2.8,41,16
88.08,Poco nuboso  ,Noreste ,45,2024/11/28,Jueves         ,0,0,26,9,3.3,41,16
91.22,Despejado    ,Sur     ,180,2024/11/29,Viernes        ,0,0,25,8.7,4.6,41,16
65.11,Poco nuboso  ,Noreste ,45,2024/11/26,Martes         ,0,0,30.4,9.2,4.9,42,16
86.02,Despejado    ,Sur     ,180,2024/11/27,Miercoles      ,0,0,29.6,8.6,4.5,42,16
95.1,Poco nuboso  ,Este    ,90,2024/11/28,Jueves         ,0,0,30.3,10,4.3,42,16
87.97,Despejado    ,Este    ,90,2024/11/29,Viernes        ,0,0,31,11,5.1,42,16
71.89,Despejado    ,Noreste ,45,2024/11/26,Martes         ,0,0,30.8,19.8,6,3,7
63.52,Despejado    ,Noreste ,45,2024/11/27,Miercoles      ,0.2,0,30.3,20.3,5,3,7
81.08,Despejado    ,Norte   ,0,2024/11/28,Jueves         ,0.3,0,29.6,19.8,5.9,3,7
66.98,Despejado    ,Noreste ,45,2024/11/29,Viernes        ,0.1,0,29.7,19.6,5.9,3,7
60.98,Poco nuboso  ,Sureste ,135,2024/11/26,Martes         ,0,0,28.4,9.1,6,43,16
85.43,Despejado    ,Sur     ,180,2024/11/27,Miercoles      ,0,0,28.1,9,6,43,16
95.2,Poco nuboso  ,Sureste ,135,2024/11/28,Jueves         ,0,0,28.9,10.2,5.7,43,16
89.02,Despejado    ,Sur     ,180,2024/11/29,Viernes        ,0,0,29.1,11.2,6.3,43,16
69.66,Poco nuboso  ,Sur     ,180,2024/11/26,Martes         ,0,0,27,8,5.2,44,16
85.37,Despejado    ,Sur     ,180,2024/11/27,Miercoles      ,0,0,27.2,8.2,5.6,44,16
95.72,Medio nublado,Sur     ,180,2024/11/28,Jueves         ,0,0,27.7,9.6,4.8,44,16
89.89,Despejado    ,Sur     ,180,2024/11/29,Viernes        ,0,0,28.4,10,4.8,44,16
59.34,Poco nuboso  ,Norte   ,0,2024/11/26,Martes         ,0,0,27,10.8,5.4,45,16
84.08,Despejado    ,Suroeste,225,2024/11/27,Miercoles      ,0,0,27.2,10.3,5.2,45,16
93.23,Poco nuboso  ,Suroeste,225,2024/11/28,Jueves         ,0,0,27.5,11.1,4.8,45,16
85.25,Despejado    ,Suroeste,225,2024/11/29,Viernes        ,0,0,28.5,11.9,6.3,45,16
66.72,Despejado    ,Noreste ,45,2024/11/26,Martes         ,0,0,27.4,11.5,9.1,46,16
89.9,Despejado    ,Noreste ,45,2024/11/27,Miercoles      ,0,0,26.7,12.6,8.4,46,16
95.36,Despejado    ,Noreste ,45,2024/11/28,Jueves         ,0,0,27.1,13.1,8.1,46,16
85.9,Despejado    ,Noreste ,45,2024/11/29,Viernes        ,0,0,27.4,13.8,8.1,46,16
66.68,Despejado    ,Norte   ,0,2024/11/26,Martes         ,0,0,26.6,9.4,9.3,47,16
87.06,Despejado    ,Norte   ,0,2024/11/27,Miercoles      ,0,0,25.1,10.6,8.5,47,16
93.21,Poco nuboso  ,Norte   ,0,2024/11/28,Jueves         ,0,0,25.7,11.3,8.3,47,16
89.33,Despejado    ,Norte   ,0,2024/11/29,Viernes        ,0,0,25.7,11.8,8.2,47,16
72.45,Despejado    ,Suroeste,225,2024/11/26,Martes         ,0,0,23.9,6.9,3.9,48,16
83.79,Despejado    ,Oeste   ,270,2024/11/27,Miercoles      ,0,0,25.3,7.6,3.9,48,16
94.01,Poco nuboso  ,Oeste   ,270,2024/11/28,Jueves         ,0,0,26.2,9,3.6,48,16
90.34,Despejado    ,Sur     ,180,2024/11/29,Viernes        ,0,0,25.2,9.3,5,48,16
69.23,Despejado    ,Noroeste,315,2024/11/26,Martes         ,0,0,25.3,9.9,6.1,49,16
88.68,Despejado    ,Noroeste,315,2024/11/27,Miercoles      ,0,0,25.4,10.5,6.1,49,16
